SongID,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,YouTube URL
199,3Z7CaxQkqbIs1rewKi6v4W,Tiësto;Charli XCX,Hot In It,Hot In It,84,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,trance,https://www.youtube.com/watch?v=r0bhF7SJLYQ&pp=ygUxVGnDq3N0bztDaGFybGkgWENYIEhvdCBJbiBJdCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
200,7o2CTH4ctstm8TNelqjb51,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,84,354520,True,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,4,rock,https://www.youtube.com/watch?v=1w7OgIMMRc4&pp=ygU2R3VucyBOJyBSb3NlcyBTd2VldCBDaGlsZCBPJyBNaW5lIG9mZmljaWFsIG11c2ljIHZpZGVv
201,69vlMrzHwATKzupwNcUPyK,Bad Bunny;Daddy Yankee,YHLQMDLG,La Santa,84,206420,True,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,4,latino,https://www.youtube.com/watch?v=Bwdkm1_eG5g&pp=ygU0QmFkIEJ1bm55O0RhZGR5IFlhbmtlZSBMYSBTYW50YSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
202,5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,The Colour And The Shape,Everlong,84,250546,False,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4,alternative,https://www.youtube.com/watch?v=eBG7P-K-r1Y&pp=ygUqRm9vIEZpZ2h0ZXJzIEV2ZXJsb25nIG9mZmljaWFsIG11c2ljIHZpZGVv
203,40riOy7x9W7GXjyGp4pjAv,Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,84,391376,False,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4,singer-songwriter,https://www.youtube.com/watch?v=09839DpTctU&pp=ygU8RWFnbGVzIEhvdGVsIENhbGlmb3JuaWEgLSAyMDEzIFJlbWFzdGVyIG9mZmljaWFsIG11c2ljIHZpZGVv
204,3IAfUEeaXRX9s9UdKOJrFI,Anitta,Envolver,Envolver,84,193805,False,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,4,pagode,https://www.youtube.com/watch?v=hFCjGiawJi4&pp=ygUkQW5pdHRhIEVudm9sdmVyIG9mZmljaWFsIG11c2ljIHZpZGVv
205,2vWBUC9djv6BtiGlmKiQaH,Yot Club,Bipolar,YKWIM?,84,212750,False,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,3,indie-pop,https://www.youtube.com/watch?v=DtsUOWVB9Dg&pp=ygUkWW90IENsdWIgWUtXSU0_IG9mZmljaWFsIG11c2ljIHZpZGVv
206,4686eQ81DEswHa90bcdlC9,Bailey Zimmerman,Rock and A Hard Place,Rock and A Hard Place,84,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,https://www.youtube.com/watch?v=QyapQFCHUlg&pp=ygU7QmFpbGV5IFppbW1lcm1hbiBSb2NrIGFuZCBBIEhhcmQgUGxhY2Ugb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
207,2uflssWlCaJ6CbTMOsUpNI,Bad Bunny,Un Verano Sin Ti,Aguacero,84,210989,False,0.861,0.645,6,-6.96,0,0.0743,0.423,0.000592,0.349,0.668,121.391,5,reggaeton,https://www.youtube.com/watch?v=OTe3XwKtuHc&pp=ygUnQmFkIEJ1bm55IEFndWFjZXJvIG9mZmljaWFsIG11c2ljIHZpZGVv
208,6gBFPUFcJLzWGx4lenP6h2,Travis Scott,Birds In The Trap Sing McKnight,goosebumps,84,243836,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,house,https://www.youtube.com/watch?v=Dst9gZkq1a8&pp=ygUsVHJhdmlzIFNjb3R0IGdvb3NlYnVtcHMgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
209,7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,DAMN.,HUMBLE.,84,177000,True,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4,hip-hop,https://www.youtube.com/watch?v=tvTRZJ-4EyI&pp=ygUrS2VuZHJpY2sgTGFtYXIgSFVNQkxFLiBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
210,45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,you broke me first,84,169265,True,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,4,pop,https://www.youtube.com/watch?v=AG-erEMhumc&pp=ygUyVGF0ZSBNY1JhZSB5b3UgYnJva2UgbWUgZmlyc3Qgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
211,7nFJSfGvvV0WjatTZN6QYi,Luciano;Aitch;BIA,Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),84,203255,False,0.798,0.806,10,-5.841,1,0.355,0.145,0.0,0.13,0.82,138.082,4,german,https://www.youtube.com/watch?v=oglRrpIsVaE&pp=ygUlTHVjaWFubztBaXRjaDtCSUEgQmFtYmEgKGZlYXQuIEFpdGNoIA%3D%3D
212,3ZFTkvIE7kyPt6Nu3PEa7V,Shakira;Wyclef Jean,"Oral Fixation, Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),84,218093,False,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,4,dance,https://www.youtube.com/watch?v=DUT5rEU6pqM&pp=ygVLU2hha2lyYTtXeWNsZWYgSmVhbiBIaXBzIERvbid0IExpZSAoZmVhdC4gV3ljbGVmIEplYW4pIG9mZmljaWFsIG11c2ljIHZpZGVv
213,0k4d5YPDr1r7FX77VdqWez,Doja Cat;The Weeknd,Planet Her,You Right,84,186173,True,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,pop,https://www.youtube.com/watch?v=JXgV1rXUoME&pp=ygUyRG9qYSBDYXQ7VGhlIFdlZWtuZCBZb3UgUmlnaHQgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
214,1XGmzt0PVuFgQYYnV2It7A,Maroon 5;Wiz Khalifa,Overexposed Track By Track,Payphone,84,231173,True,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,4,pop,https://www.youtube.com/watch?v=KRaWnd3LJfs&pp=ygUyTWFyb29uIDU7V2l6IEtoYWxpZmEgUGF5cGhvbmUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
215,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers;Halsey,Closer,Closer,84,244960,False,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4,edm,https://www.youtube.com/watch?v=0zGcUoRlhmw&pp=ygUzVGhlIENoYWluc21va2VycztIYWxzZXkgQ2xvc2VyIG9mZmljaWFsIG11c2ljIHZpZGVv
216,02VBYrHfVwfEWXk5DXyf0T,Bruno Mars;Anderson .Paak;Silk Sonic,An Evening With Silk Sonic,Leave The Door Open,84,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,dance,https://www.youtube.com/watch?v=adLGHcj_fmA&pp=ygVNQnJ1bm8gTWFycztBbmRlcnNvbiAuUGFhaztTaWxrIFNvbmljIExlYXZlIFRoZSBEb29yIE9wZW4gb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
217,0d28khcov6AiegSCpG5TuT,Gorillaz,Demon Days,Feel Good Inc.,84,222640,False,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4,alternative,https://www.youtube.com/watch?v=HyHNuVaZJ-k&pp=ygUsR29yaWxsYXogRmVlbCBHb29kIEluYy4gb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
218,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Pendulum (Expanded Edition),Have You Ever Seen The Rain,84,160133,False,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,4,country,https://www.youtube.com/watch?v=u1V8YRJnr4Q&pp=ygVNQ3JlZWRlbmNlIENsZWFyd2F0ZXIgUmV2aXZhbCBIYXZlIFlvdSBFdmVyIFNlZW4gVGhlIFJhaW4gb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
219,6DCZcSspjsKoFjzjrWoCdn,Drake,Scorpion,God's Plan,84,198973,True,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4,hip-hop,https://www.youtube.com/watch?v=xpVfcZ0ZcFM&pp=ygUlRHJha2UgR29kJ3MgUGxhbiBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
220,503OTo2dSqe7qk76rgsbep,Dr. Dre;Snoop Dogg,2001,Still D.R.E.,84,270586,True,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,4,hip-hop,https://www.youtube.com/watch?v=_CL6n0FJZpk&pp=ygU0RHIuIERyZTtTbm9vcCBEb2dnIFN0aWxsIEQuUi5FLiBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
221,7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Torches,Pumped Up Kicks,84,239600,False,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,indie,https://www.youtube.com/watch?v=SDTZ7iX4vTQ&pp=ygU2Rm9zdGVyIFRoZSBQZW9wbGUgUHVtcGVkIFVwIEtpY2tzIG9mZmljaWFsIG11c2ljIHZpZGVv
222,39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Future Nostalgia,Levitating,84,203807,False,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4,pop,https://www.youtube.com/watch?v=TUVcZfQe-Kw&pp=ygUoRHVhIExpcGEgTGV2aXRhdGluZyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
223,2NMjggapJcXXM7WccGEBUO,Bad Bunny,Un Verano Sin Ti,Enséñame a Bailar,84,176000,False,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,4,reggaeton,https://www.youtube.com/watch?v=eopPKANmKyg&pp=ygUyQmFkIEJ1bm55IEVuc8Opw7FhbWUgYSBCYWlsYXIgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
224,57bgtoPSgt236HzfBOd8kj,AC/DC,The Razors Edge,Thunderstruck,84,292880,False,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,rock,https://www.youtube.com/watch?v=v2AC41dglnM&pp=ygUoQUMvREMgVGh1bmRlcnN0cnVjayBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
225,3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Planet Her,Need to Know,84,210560,True,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,4,pop,https://www.youtube.com/watch?v=dI3xkL7qUAc&pp=ygUqRG9qYSBDYXQgTmVlZCB0byBLbm93IG9mZmljaWFsIG11c2ljIHZpZGVv
226,6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,"thank u, next",7 rings,84,178626,True,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,dance,https://www.youtube.com/watch?v=QYh6mYIJG2Y&pp=ygUqQXJpYW5hIEdyYW5kZSA3IHJpbmdzIG9mZmljaWFsIG11c2ljIHZpZGVv
227,2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,84,194087,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,electro,https://www.youtube.com/watch?v=DyDfgMOUjCI&pp=ygUqQmlsbGllIEVpbGlzaCBiYWQgZ3V5IG9mZmljaWFsIG11c2ljIHZpZGVv
228,3QGsuHI8jO1Rx4JWLUh9jd,Shawn Mendes,Illuminate,Treat You Better,84,187973,False,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,4,pop,https://www.youtube.com/watch?v=lY2yjAdbvdQ&pp=ygUyU2hhd24gTWVuZGVzIFRyZWF0IFlvdSBCZXR0ZXIgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
229,4cluDES4hQEUhmXj6TXkSo,One Direction,Up All Night,What Makes You Beautiful,84,199986,False,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,4,pop,https://www.youtube.com/watch?v=QJO3ROT-A4E&pp=ygU7T25lIERpcmVjdGlvbiBXaGF0IE1ha2VzIFlvdSBCZWF1dGlmdWwgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
230,50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,Purpose (Deluxe),Love Yourself,84,233720,False,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,4,pop,https://www.youtube.com/watch?v=oyEuk8j8imI&pp=ygUwSnVzdGluIEJpZWJlciBMb3ZlIFlvdXJzZWxmIG9mZmljaWFsIG11c2ljIHZpZGVv
231,1jDJFeK9x3OZboIAHsY9k2,Elton John,Too Low For Zero,I'm Still Standing,84,183440,False,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,4,piano,https://www.youtube.com/watch?v=ZHwVBirqD2s&pp=ygUyRWx0b24gSm9obiBJJ20gU3RpbGwgU3RhbmRpbmcgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
232,35wvL50xvKpCHEJPxLOLPI,Bad Bunny,X 100PRE,Si Estuviésemos Juntos,83,169247,True,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,4,latino,https://www.youtube.com/watch?v=EB7G3fUUaeA&pp=ygU2QmFkIEJ1bm55IFNpIEVzdHV2acOpc2Vtb3MgSnVudG9zIG9mZmljaWFsIG11c2ljIHZpZGVv
233,1ZdhOMWyFR8Iv9eylMGYg2,Labrinth,Imagination & the Misfit Kid,Mount Everest,83,157497,True,0.494,0.428,0,-7.239,0,0.205,0.236,0.0698,0.0816,0.44,87.724,4,indie-pop,https://www.youtube.com/watch?v=4yPZs81lK3w&pp=ygUrTGFicmludGggTW91bnQgRXZlcmVzdCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
234,2P91MQbaiQOfbiz9VqhqKQ,Lauv,I met you when I was 18. (the playlist),I Like Me Better,83,197436,False,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,4,electro,https://www.youtube.com/watch?v=BcqxLCWn-CE&pp=ygUqTGF1diBJIExpa2UgTWUgQmV0dGVyIG9mZmljaWFsIG11c2ljIHZpZGVv
235,2Y0iGXY6m6immVb2ktbseM,MGMT,Little Dark Age,Little Dark Age,83,299960,False,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,rock,https://www.youtube.com/watch?v=rtL5oMyBHPs&pp=ygUpTUdNVCBMaXR0bGUgRGFyayBBZ2Ugb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
236,2nLtzopw4rPReszdYBJU6h,Linkin Park,Meteora,Numb,83,185586,False,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4,grunge,https://www.youtube.com/watch?v=kXYiU_JCYtU&pp=ygUlTGlua2luIFBhcmsgTnVtYiBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
237,0VO8gYVDSwM1Qdd2GsMoYK,Swedish House Mafia;The Weeknd,Paradise Again,Moth To A Flame (with The Weeknd),83,234000,False,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,4,electro,https://www.youtube.com/watch?v=u9n7Cw-4_HQ&pp=ygVVU3dlZGlzaCBIb3VzZSBNYWZpYTtUaGUgV2Vla25kIE1vdGggVG8gQSBGbGFtZSAod2l0aCBUaGUgV2Vla25kKSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
238,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,83,173346,True,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,4,indie-pop,https://www.youtube.com/watch?v=yOb9Xaug35M&pp=ygU0TcOlbmVza2luIEkgV0FOTkEgQkUgWU9VUiBTTEFWRSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
239,2m1hi0nfMR9vdGC8UcrnwU,blink-182,Enema Of The State,All The Small Things,83,167066,False,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,4,punk,https://www.youtube.com/watch?v=9Ht5RZpzPqw&pp=ygUzYmxpbmstMTgyIEFsbCBUaGUgU21hbGwgVGhpbmdzIG9mZmljaWFsIG11c2ljIHZpZGVv
240,0GjEhVFGZW8afUYGChu3Rr,ABBA,Arrival,Dancing Queen,83,230400,False,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4,swedish,https://www.youtube.com/watch?v=xFrGuyw1V8s&pp=ygUnQUJCQSBEYW5jaW5nIFF1ZWVuIG9mZmljaWFsIG11c2ljIHZpZGVv
241,4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,83,199080,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,rock,https://www.youtube.com/watch?v=6JCLY0Rlx6Q&pp=ygU0V0FMSyBUSEUgTU9PTiBTaHV0IFVwIGFuZCBEYW5jZSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
242,6XO8RlYuJCiI0v3IA48FeJ,Marshmello;Juice WRLD,Bye Bye,Bye Bye,83,108498,True,0.645,0.525,3,-5.399,0,0.0355,0.0574,0.0,0.505,0.238,83.018,4,edm,https://www.youtube.com/watch?v=WpAuNSU--cQ&pp=ygUyTWFyc2htZWxsbztKdWljZSBXUkxEIEJ5ZSBCeWUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
243,0fX4oNGBWO3dSGUZcVdVV2,Kendrick Lamar,Mr. Morale & The Big Steppers,N95,83,195950,True,0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,4,hip-hop,https://www.youtube.com/watch?v=zI383uEwA6Q&pp=ygUnS2VuZHJpY2sgTGFtYXIgTjk1IG9mZmljaWFsIG11c2ljIHZpZGVv
244,7FIWs0pqAYbP91WWM0vlTQ,Eminem;Juice WRLD,Music To Be Murdered By,Godzilla (feat. Juice WRLD),83,210800,True,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,4,hip-hop,https://www.youtube.com/watch?v=r_0JjYUe5jo&pp=ygVCRW1pbmVtO0p1aWNlIFdSTEQgR29kemlsbGEgKGZlYXQuIEp1aWNlIFdSTEQpIG9mZmljaWFsIG11c2ljIHZpZGVv
245,4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,rock,https://www.youtube.com/watch?v=hTWKbfoikeg&pp=ygU0TmlydmFuYSBTbWVsbHMgTGlrZSBUZWVuIFNwaXJpdCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
246,6TsVhM8qIkWN5cJVDIVbbz,Wisin & Yandel;ROSALÍA,La Última Misión,Besos Moja2,83,229064,False,0.736,0.727,5,-4.642,0,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,4,reggaeton,https://www.youtube.com/watch?v=MZemfaGxztw&pp=ygUGV2lzaW4g
247,5r43qanLhUCdBj8HN3fa6B,OneRepublic,Sunshine,Sunshine,83,163854,False,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,4,rock,https://www.youtube.com/watch?v=rYkK4HHTBQ4&pp=ygUpT25lUmVwdWJsaWMgU3Vuc2hpbmUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
248,5cF0dROlMOK5uNZtivgu50,Charlie Puth,Voicenotes,Attention,83,208786,False,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4,dance,https://www.youtube.com/watch?v=nfs8NYg7yQM&pp=ygUrQ2hhcmxpZSBQdXRoIEF0dGVudGlvbiBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
249,6Z8R6UsFuGXGtiIxiD8ISb,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),Safe And Sound,83,192789,False,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5,rock,https://www.youtube.com/watch?v=47dtFZ8CFo8&pp=ygUyQ2FwaXRhbCBDaXRpZXMgU2FmZSBBbmQgU291bmQgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
250,5aucVLKiumD89mxVCB4zvS,Crush;j-hope,Rush Hour,Rush Hour (Feat. j-hope of BTS),83,177302,False,0.738,0.714,0,-5.235,1,0.249,0.157,0.0,0.31,0.74,95.035,4,k-pop,https://www.youtube.com/watch?v=PS0qkO5qty0&pp=ygVBQ3J1c2g7ai1ob3BlIFJ1c2ggSG91ciAoRmVhdC4gai1ob3BlIG9mIEJUUykgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
251,3hRV0jL3vUpRrcy398teAU,Lord Huron,Strange Trails,The Night We Met,83,208211,False,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,3,folk,https://www.youtube.com/watch?v=5EPJZbn6ci4&pp=ygUwTG9yZCBIdXJvbiBUaGUgTmlnaHQgV2UgTWV0IG9mZmljaWFsIG11c2ljIHZpZGVv
252,32OlwWuMpZ6b0aN2RZOeMS,Mark Ronson;Bruno Mars,Uptown Special,Uptown Funk (feat. Bruno Mars),83,269666,True,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4,dance,https://www.youtube.com/watch?v=OPf0YbXqDm0&pp=ygVKTWFyayBSb25zb247QnJ1bm8gTWFycyBVcHRvd24gRnVuayAoZmVhdC4gQnJ1bm8gTWFycykgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
253,7iL6o9tox1zgHpKUfh9vuC,50 Cent,Get Rich Or Die Tryin',In Da Club,83,193466,True,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,4,hip-hop,https://www.youtube.com/watch?v=5qm8PH4xAss&pp=ygUnNTAgQ2VudCBJbiBEYSBDbHViIG9mZmljaWFsIG11c2ljIHZpZGVv
254,4HBZA5flZLE435QTztThqH,Ariana Grande;Justin Bieber,Stuck with U,Stuck with U (with Justin Bieber),83,228482,False,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,3,pop,https://www.youtube.com/watch?v=pE49WK-oNjU&pp=ygVSQXJpYW5hIEdyYW5kZTtKdXN0aW4gQmllYmVyIFN0dWNrIHdpdGggVSAod2l0aCBKdXN0aW4gQmllYmVyKSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
255,48QmG1dfvMuYLxMPt7KSRA,Sean Paul;Dua Lipa,Mad Love The Prequel,No Lie,83,221176,False,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,4,dance,https://www.youtube.com/watch?v=GzU8KqOY8YA&pp=ygUuU2VhbiBQYXVsO0R1YSBMaXBhIE5vIExpZSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
256,4bHsxqR3GMrXTxEPLuK5ue,Journey,Escape (Bonus Track Version),Don't Stop Believin',83,250986,False,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,4,rock,https://www.youtube.com/watch?v=x3idGV-7kSQ&pp=ygUxSm91cm5leSBEb24ndCBTdG9wIEJlbGlldmluJyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
257,40iJIUlhi6renaREYGeIDS,Drake;Travis Scott,Certified Lover Boy,Fair Trade (with Travis Scott),83,291175,True,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,hip-hop,https://www.youtube.com/watch?v=THVbtGqEO1o&pp=ygVGRHJha2U7VHJhdmlzIFNjb3R0IEZhaXIgVHJhZGUgKHdpdGggVHJhdmlzIFNjb3R0KSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
258,7hynhxDoDpgMIV12JuVtNa,J Balvin;Bad Bunny;Marciano Cantero,OASIS,UN PESO,83,277106,False,0.627,0.675,5,-7.125,0,0.213,0.125,0.0,0.0784,0.961,79.31,4,latino,https://www.youtube.com/watch?v=lfreJbC1YOY&pp=ygVASiBCYWx2aW47QmFkIEJ1bm55O01hcmNpYW5vIENhbnRlcm8gVU4gUEVTTyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
259,0HaRLPnr887lcQM2YQzkff,Burna Boy;Ed Sheeran,"Love, Damini",For My Hand (feat. Ed Sheeran),83,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dancehall,https://www.youtube.com/watch?v=EDZ25anwgjc&pp=ygVIQnVybmEgQm95O0VkIFNoZWVyYW4gRm9yIE15IEhhbmQgKGZlYXQuIEVkIFNoZWVyYW4pIG9mZmljaWFsIG11c2ljIHZpZGVv
260,6jjYDGxVJsWS0a5wlVF5vS,BTS,Proof,Butter,83,164952,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,4,k-pop,https://www.youtube.com/watch?v=WMweEpGlu_U&pp=ygUfQlRTIEJ1dHRlciBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
261,296nXCOv97WJNRWzIBQnoj,LE SSERAFIM,FEARLESS,FEARLESS,83,168437,False,0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,4,k-pop,https://www.youtube.com/watch?v=4vbDFu0PUew&pp=ygUpTEUgU1NFUkFGSU0gRkVBUkxFU1Mgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
262,6JIC3hbC28JZKZ8AlAqX8h,Elton John;Dua Lipa;PNAU,The Lockdown Sessions,Cold Heart - PNAU Remix,83,202735,False,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,4,rock,https://www.youtube.com/watch?v=qod03PVTLqk&pp=ygVFRWx0b24gSm9objtEdWEgTGlwYTtQTkFVIENvbGQgSGVhcnQgLSBQTkFVIFJlbWl4IG9mZmljaWFsIG11c2ljIHZpZGVv
263,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,ASTROWORLD,SICKO MODE,83,312820,True,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,house,https://www.youtube.com/watch?v=6ONRf7h3Mdk&pp=ygUsVHJhdmlzIFNjb3R0IFNJQ0tPIE1PREUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
