SongID,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,YouTube URL
64,6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Planet Her,Woman,88,172626,True,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,pop,https://www.youtube.com/watch?v=yxW5yuzVi8w&pp=ygUjRG9qYSBDYXQgV29tYW4gb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
65,5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,SOUR,traitor,88,229226,False,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,4,pop,https://www.youtube.com/watch?v=CRrf3h9vhp8&pp=ygUrT2xpdmlhIFJvZHJpZ28gdHJhaXRvciBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
66,1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,reputation,Don’t Blame Me,88,236413,False,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,4,pop,https://www.youtube.com/watch?v=1tuNQVWYLj8&pp=ygUyVGF5bG9yIFN3aWZ0IERvbuKAmXQgQmxhbWUgTWUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
67,6DoL1yYIwEW7VZMRaJhoJI,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),88,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,reggaeton,https://www.youtube.com/watch?v=GEy_XBp-hLo&pp=ygVpQ2hyaXMgSmVkaTtBbnVlbCBBQTtDaGVuY2hvIENvcmxlb25lO8ORZW5nbyBGbG93IExhIExsZXZvIEFsIENpZWxvIChGdC4gw5FlbmdvIEZsb3cpIG9mZmljaWFsIG11c2ljIHZpZGVv
68,02MWAaffLxlfxAUY7c5dvx,Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,88,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,pop,https://www.youtube.com/watch?v=mRD0-GxqHVo&pp=ygUtR2xhc3MgQW5pbWFscyBIZWF0IFdhdmVzIG9mZmljaWFsIG11c2ljIHZpZGVv
69,6VBhH7CyP56BXjp8VsDFPZ,Pritam;Arijit Singh;Amitabh Bhattacharya,"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"")",88,268164,False,0.577,0.574,0,-6.525,1,0.0278,0.572,0.0,0.1,0.436,94.009,4,indian,https://www.youtube.com/watch?v=BddP6PYo2gs&pp=ygVaUHJpdGFtO0FyaWppdCBTaW5naDtBbWl0YWJoIEJoYXR0YWNoYXJ5YSBLZXNhcml5YSAoRnJvbSAiQnJhaG1hc3RyYSIpIG9mZmljaWFsIG11c2ljIHZpZGVv
70,5O2P9iiztwhomNh8xkR9lJ,One Direction,FOUR (Deluxe),Night Changes,88,226600,False,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4,pop,https://www.youtube.com/watch?v=syFZfO_wfMQ&pp=ygUwT25lIERpcmVjdGlvbiBOaWdodCBDaGFuZ2VzIG9mZmljaWFsIG11c2ljIHZpZGVv
71,0BxE4FqsDD1Ot4YuBXwAPp,Arctic Monkeys,Favourite Worst Nightmare,505,88,253586,False,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4,indie,https://www.youtube.com/watch?v=iIfl5k2nQBQ&pp=ygUnQXJjdGljIE1vbmtleXMgNTA1IG9mZmljaWFsIG11c2ljIHZpZGVv
72,4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,SOUR,good 4 u,88,178146,True,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,4,pop,https://www.youtube.com/watch?v=gNi_6U5Pm_o&pp=ygUsT2xpdmlhIFJvZHJpZ28gZ29vZCA0IHUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
73,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,AM,Do I Wanna Know?,88,272394,False,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,indie,https://www.youtube.com/watch?v=bpOSxM0rNPM&pp=ygU0QXJjdGljIE1vbmtleXMgRG8gSSBXYW5uYSBLbm93PyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
74,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,The Eminem Show,Without Me,88,290320,True,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,4,hip-hop,https://www.youtube.com/watch?v=YVkUvmDQ3HY&pp=ygUmRW1pbmVtIFdpdGhvdXQgTWUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
75,7795WJLVKJoAyVoOtCWqXN,Sam Smith,In The Lonely Hour,I'm Not The Only One,88,239316,False,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4,dance,https://www.youtube.com/watch?v=nCkpzqqog4k&pp=ygUzU2FtIFNtaXRoIEknbSBOb3QgVGhlIE9ubHkgT25lIG9mZmljaWFsIG11c2ljIHZpZGVv
76,0kTMK4gNFfLXaTb62w1UaJ,Pablo Pesadilla;Polimá Westcoast;Nickoog Clk;Fran C,BABY OTAKU,BABY OTAKU,88,176470,True,0.835,0.747,9,-4.65,1,0.083,0.0492,0.0,0.055,0.432,102.003,4,latino,https://www.youtube.com/watch?v=5tjvzp6tEgI&pp=ygVUUGFibG8gUGVzYWRpbGxhO1BvbGltw6EgV2VzdGNvYXN0O05pY2tvb2cgQ2xrO0ZyYW4gQyBCQUJZIE9UQUtVIG9mZmljaWFsIG11c2ljIHZpZGVv
77,2gYj9lubBorOPIVWsTXugG,IVE,After LIKE,After LIKE,88,176973,False,0.68,0.922,0,-1.215,1,0.121,0.103,0.0,0.0877,0.799,125.014,4,k-pop,https://www.youtube.com/watch?v=F0B7HDiY-10&pp=ygUjSVZFIEFmdGVyIExJS0Ugb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
78,7fBv7CLKzipRk6EC6TWHOB,The Weeknd,Beauty Behind The Madness,The Hills,88,242253,True,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,4,pop,https://www.youtube.com/watch?v=yzTuBuRdAyA&pp=ygUpVGhlIFdlZWtuZCBUaGUgSGlsbHMgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
79,4RVwu0g32PAqgUiJoXsdF8,Billie Eilish,Happier Than Ever,Happier Than Ever,88,298899,True,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,3,pop,https://www.youtube.com/watch?v=5GJWxDKyk3A&pp=ygU0QmlsbGllIEVpbGlzaCBIYXBwaWVyIFRoYW4gRXZlciBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
80,5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,SOUR,drivers license,88,242013,True,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,4,pop,https://www.youtube.com/watch?v=ZmDBbnmKpqQ&pp=ygUzT2xpdmlhIFJvZHJpZ28gZHJpdmVycyBsaWNlbnNlIG9mZmljaWFsIG11c2ljIHZpZGVv
81,68Dni7IE4VyPkTOH9mRWHr,J. Cole,2014 Forest Hills Drive,No Role Modelz,88,292799,True,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,4,hip-hop,https://www.youtube.com/watch?v=ue5oHmUGiMM&pp=ygUrSi4gQ29sZSBObyBSb2xlIE1vZGVseiBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
82,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Evolve,Believer,88,204346,False,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,4,rock,https://www.youtube.com/watch?v=7wtfhZwyrcc&pp=ygUtSW1hZ2luZSBEcmFnb25zIEJlbGlldmVyIG9mZmljaWFsIG11c2ljIHZpZGVv
83,2TktkzfozZifbQhXjT6I33,Omar Apollo,Ivory,Evergreen (You Didn’t Deserve Me At All),88,216680,False,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,3,soul,https://www.youtube.com/watch?v=ixTkLjTBQyk&pp=ygVLT21hciBBcG9sbG8gRXZlcmdyZWVuIChZb3UgRGlkbuKAmXQgRGVzZXJ2ZSBNZSBBdCBBbGwpIG9mZmljaWFsIG11c2ljIHZpZGVv
84,3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,=,Bad Habits,88,230746,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,pop,https://www.youtube.com/watch?v=orJSJGHjBLI&pp=ygUqRWQgU2hlZXJhbiBCYWQgSGFiaXRzIG9mZmljaWFsIG11c2ljIHZpZGVv
85,6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,SOUR,deja vu,87,215506,True,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,4,pop,https://www.youtube.com/watch?v=cii6ruuycQA&pp=ygUrT2xpdmlhIFJvZHJpZ28gZGVqYSB2dSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
86,3kUq4sBcmxhnOtNysZ9yrp,Feid,Feliz Cumpleaños Ferxxo,Feliz Cumpleaños Ferxxo,87,156400,False,0.87,0.55,5,-5.537,1,0.0722,0.102,0.0,0.293,0.566,95.019,4,latino,https://www.youtube.com/watch?v=jRxDUsGmwuc&pp=ygUyRmVpZCBGZWxpeiBDdW1wbGVhw7FvcyBGZXJ4eG8gb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
87,3w3y8KPTfNeOKPiqUTakBh,Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,87,233478,False,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,4,dance,https://www.youtube.com/watch?v=e-fA-gBCkj0&pp=ygU0QnJ1bm8gTWFycyBMb2NrZWQgb3V0IG9mIEhlYXZlbiBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
88,62ke5zFUJN6RvtXZgVH0F8,Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,87,232893,False,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,4,soul,https://www.youtube.com/watch?v=PaKr9gWqwl4&pp=ygU-UGFsb21hIEZhaXRoIE9ubHkgTG92ZSBDYW4gSHVydCBMaWtlIFRoaXMgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
89,4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),Everybody Wants To Rule The World,87,251488,False,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4,synth-pop,https://www.youtube.com/watch?v=aGCdLKXNF3w&pp=ygVGVGVhcnMgRm9yIEZlYXJzIEV2ZXJ5Ym9keSBXYW50cyBUbyBSdWxlIFRoZSBXb3JsZCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
90,2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,Yonaguni,87,206710,True,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,4,latino,https://www.youtube.com/watch?v=doLMt10ytHY&pp=ygUnQmFkIEJ1bm55IFlvbmFndW5pIG9mZmljaWFsIG11c2ljIHZpZGVv
91,10xV5l9nhLvFpR8mqzs0bL,Marshmello;Khalid,Numb,Numb,87,155588,False,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,4,progressive-house,https://www.youtube.com/watch?v=mRXKnG2eugU&pp=ygUrTWFyc2htZWxsbztLaGFsaWQgTnVtYiBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
92,5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Wiped Out!,Daddy Issues,87,260173,False,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,alternative,https://www.youtube.com/watch?v=_lMlsPQJs6U&pp=ygUzVGhlIE5laWdoYm91cmhvb2QgRGFkZHkgSXNzdWVzIG9mZmljaWFsIG11c2ljIHZpZGVv
93,7fZBQnc0zXwVybgCIrQQil,Imanbek;BYOR,Belly Dancer,Belly Dancer,87,151475,False,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,4,house,https://www.youtube.com/watch?v=tevQhIEsFhk&pp=ygUuSW1hbmJlaztCWU9SIEJlbGx5IERhbmNlciBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
94,4gzsuuZypVbxs0Af1LSZyB,Tainy;Bad Bunny;Julieta Venegas,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),87,207301,False,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,4,reggae,https://www.youtube.com/watch?v=6Zm5yrJCnQk&pp=ygU_VGFpbnk7QmFkIEJ1bm55O0p1bGlldGEgVmVuZWdhcyBMbyBTaWVudG8gQkI6LyAod2l0aCBCYWQgQnVubnkg
95,4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Kid Krow,Heather,87,198040,False,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,3,pop,https://www.youtube.com/watch?v=24u3NoPvgMw&pp=ygUnQ29uYW4gR3JheSBIZWF0aGVyIG9mZmljaWFsIG11c2ljIHZpZGVv
96,5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Verano Sin Ti,Un Ratito,87,176936,False,0.787,0.546,0,-7.094,0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,4,reggae,https://www.youtube.com/watch?v=No-C01BMynA&pp=ygUoQmFkIEJ1bm55IFVuIFJhdGl0byBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
97,5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,17,Revenge,87,120026,True,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4,emo,https://www.youtube.com/watch?v=xG3PX7F0KnE&pp=ygUpWFhYVEVOVEFDSU9OIFJldmVuZ2Ugb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
98,0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,MONTERO,THATS WHAT I WANT,87,143901,True,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4,pop,https://www.youtube.com/watch?v=QDYDRA5JPLE&pp=ygUwTGlsIE5hcyBYIFRIQVRTIFdIQVQgSSBXQU5UIG9mZmljaWFsIG11c2ljIHZpZGVv
99,0xzI1KAr0Yd9tv8jlIk3sn,benny blanco;BTS;Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),87,172714,False,0.762,0.861,0,-3.296,1,0.0955,0.0185,0.0,0.264,0.955,120.048,4,dance,https://www.youtube.com/watch?v=BGNkkVrJZks&pp=ygU0YmVubnkgYmxhbmNvO0JUUztTbm9vcCBEb2dnIEJhZCBEZWNpc2lvbnMgKHdpdGggQlRTIA%3D%3D
100,6tCd8bPvYnceDG7W9M1RMk,BLACKPINK,BORN PINK,Shut Down,87,175889,False,0.813,0.657,0,-6.447,1,0.0372,0.00269,0.0,0.183,0.651,110.053,3,pop,https://www.youtube.com/watch?v=POe9SOEKotk&pp=ygUoQkxBQ0tQSU5LIFNodXQgRG93biBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
101,6VrQTLzzuyGIYjUDe4kAZk,Bad Bunny,Un Verano Sin Ti,Un Coco,87,196412,False,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33e-06,0.176,0.744,151.991,4,latino,https://www.youtube.com/watch?v=lH3d69sbvX4&pp=ygUmQmFkIEJ1bm55IFVuIENvY28gb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
102,73vIOb4Q7YN6HeJTbscRx5,Oliver Tree;Robin Schulz,Miss You,Miss You,87,206000,True,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4,alternative,https://www.youtube.com/watch?v=BX0lKSa_PTk&pp=ygU2T2xpdmVyIFRyZWU7Um9iaW4gU2NodWx6IE1pc3MgWW91IG9mZmljaWFsIG11c2ljIHZpZGVv
103,0QBzMgT7NIeoCYy3sJCof1,Camila Cabello;Ed Sheeran,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),87,206070,False,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4,dance,https://www.youtube.com/watch?v=-8VfKZCOo_I&pp=ygVJQ2FtaWxhIENhYmVsbG87RWQgU2hlZXJhbiBCYW0gQmFtIChmZWF0LiBFZCBTaGVlcmFuKSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
104,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Someone You Loved,87,182160,False,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4,pop,https://www.youtube.com/watch?v=zABLecsR5UE&pp=ygU0TGV3aXMgQ2FwYWxkaSBTb21lb25lIFlvdSBMb3ZlZCBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
105,3yfqSUWxFvZELEM4PmlwIR,Eminem,The Marshall Mathers LP,The Real Slim Shady,87,284200,True,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4,hip-hop,https://www.youtube.com/watch?v=eJO5HU_7_1w&pp=ygUvRW1pbmVtIFRoZSBSZWFsIFNsaW0gU2hhZHkgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
106,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,÷ (Deluxe),Perfect,87,263400,False,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,3,pop,https://www.youtube.com/watch?v=2Vv-BfVoq4g&pp=ygUnRWQgU2hlZXJhbiBQZXJmZWN0IG9mZmljaWFsIG11c2ljIHZpZGVv
107,4cacyP5c3PMlfnyjpg13xW,Yung Gravy,Betty (Get Money),Betty (Get Money),87,146470,False,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,4,hip-hop,https://www.youtube.com/watch?v=8oE5Z2GLhNc&pp=ygUxWXVuZyBHcmF2eSBCZXR0eSAoR2V0IE1vbmV5KSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
108,4d4ZXH4dr5bYfgErHiZCX2,Bad Bunny,Un Verano Sin Ti,Dos Mil 16,87,208615,False,0.817,0.67,1,-6.534,1,0.0506,0.123,1.92e-06,0.128,0.495,130.058,3,latino,https://www.youtube.com/watch?v=czx0dQe-3uk&pp=ygUpQmFkIEJ1bm55IERvcyBNaWwgMTYgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
109,3Wrjm47oTz2sjIgck11l5e,Måneskin,Chosen,Beggin',86,211560,False,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,4,indie-pop,https://www.youtube.com/watch?v=Xg72z08aTXY&pp=ygUmTcOlbmVza2luIEJlZ2dpbicgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
110,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,86,199440,False,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4,dance,https://www.youtube.com/watch?v=dT2owtxkU8k&pp=ygVBU2hhd24gTWVuZGVzIFRoZXJlJ3MgTm90aGluZyBIb2xkaW4nIE1lIEJhY2sgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
111,0ct6r3EGTcMLPtrXHDvVjc,Avicii,The Days / Nights,The Nights,86,176658,False,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,4,dance,https://www.youtube.com/watch?v=UtF6Jej8yb4&pp=ygUmQXZpY2lpIFRoZSBOaWdodHMgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
112,27NovPIUIRrOZoCHxABJwK,Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),86,212000,True,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,4,pop,https://www.youtube.com/watch?v=UTHLKHL_whs&pp=ygVMTGlsIE5hcyBYO0phY2sgSGFybG93IElORFVTVFJZIEJBQlkgKGZlYXQuIEphY2sgSGFybG93KSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
113,4iJyoBOLtHqaGxP12qzhQI,Justin Bieber;Daniel Caesar;Giveon,Justice,Peaches (feat. Daniel Caesar & Giveon),86,198081,True,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4,pop,https://www.youtube.com/watch?v=tQ0yjYUFKAE&pp=ygVASnVzdGluIEJpZWJlcjtEYW5pZWwgQ2Flc2FyO0dpdmVvbiBQZWFjaGVzIChmZWF0LiBEYW5pZWwgQ2Flc2FyIA%3D%3D
114,5fwSHlTEWpluwOM0Sxnh5k,Farruko,Pepas,Pepas,86,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,latino,https://www.youtube.com/watch?v=y8trd3gjJt0&pp=ygUiRmFycnVrbyBQZXBhcyBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
115,18asYwWugKjjsihZ0YvRxO,Tiësto;Ava Max,The Motto,The Motto,86,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,edm,https://www.youtube.com/watch?v=1_4ELAxKrDc&pp=ygUuVGnDq3N0bztBdmEgTWF4IFRoZSBNb3R0byBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
116,7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Freaks,86,147062,False,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,4,indie,https://www.youtube.com/watch?v=lQOAbSDKCJQ&pp=ygUmU3VyZiBDdXJzZSBGcmVha3Mgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
117,2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,86,206280,False,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,alternative,https://www.youtube.com/watch?v=wWzvGN9UUbI&pp=ygUvVGhlIE5laWdoYm91cmhvb2QgU29mdGNvcmUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
118,4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,abcdefu,86,168601,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4,alternative,https://www.youtube.com/watch?v=NaFd8ucHLuo&pp=ygUiR0FZTEUgYWJjZGVmdSBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
119,3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,everything i wanted,86,245425,False,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4,electro,https://www.youtube.com/watch?v=EgBJmlPo8Xw&pp=ygU2QmlsbGllIEVpbGlzaCBldmVyeXRoaW5nIGkgd2FudGVkIG9mZmljaWFsIG11c2ljIHZpZGVv
120,0RDqNCRBGrSegk16Avfzuq,TWICE,BETWEEN 1&2,Talk that Talk,86,177466,False,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973,4,k-pop,https://www.youtube.com/watch?v=k6jqx9kZgPM&pp=ygUpVFdJQ0UgVGFsayB0aGF0IFRhbGsgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
121,003vvx7Niy0yvhvHt4a68B,The Killers,Hot Fuss,Mr. Brightside,86,222973,False,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,rock,https://www.youtube.com/watch?v=gGdGFtwCNBE&pp=ygUvVGhlIEtpbGxlcnMgTXIuIEJyaWdodHNpZGUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
122,2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,?,Hope,86,110886,True,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4,emo,https://www.youtube.com/watch?v=p_d1iNXis4c&pp=ygUmWFhYVEVOVEFDSU9OIEhvcGUgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
123,2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,SOUR,happier,86,175933,True,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,3,pop,https://www.youtube.com/watch?v=XwQ7lpnxj0o&pp=ygUrT2xpdmlhIFJvZHJpZ28gaGFwcGllciBvZmZpY2lhbCBtdXNpYyB2aWRlbw%3D%3D
124,44XjoNvtwevktFKjvVe1vH,Bad Bunny;Buscabulla,Un Verano Sin Ti,Andrea,86,339611,True,0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,4,reggaeton,https://www.youtube.com/watch?v=gjvTQTGogUM&pp=ygUwQmFkIEJ1bm55O0J1c2NhYnVsbGEgQW5kcmVhIG9mZmljaWFsIG11c2ljIHZpZGVv
125,1rDQ4oMwGJI7B4tovsBOxc,Jack Harlow,First Class,First Class,86,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,k-pop,https://www.youtube.com/watch?v=yQBImEeXNZ4&pp=ygUsSmFjayBIYXJsb3cgRmlyc3QgQ2xhc3Mgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
126,3PpWCS95gDUDRPko3u1MZ9,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Prohibidox,86,166253,False,0.647,0.801,1,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,4,reggae,https://www.youtube.com/watch?v=P8_qEf14bGg&pp=ygUkRmVpZCBQcm9oaWJpZG94IG9mZmljaWFsIG11c2ljIHZpZGVv
127,1r9xUipOqoNwggBpENDsvJ,Imagine Dragons;JID;Arcane;League of Legends,Enemy (with JID) [from the series Arcane League of Legends],Enemy (with JID) - from the series Arcane League of Legends,86,173381,False,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,4,rock,https://www.youtube.com/watch?v=D9G1VOjN_84&pp=ygV9SW1hZ2luZSBEcmFnb25zO0pJRDtBcmNhbmU7TGVhZ3VlIG9mIExlZ2VuZHMgRW5lbXkgKHdpdGggSklEKSAtIGZyb20gdGhlIHNlcmllcyBBcmNhbmUgTGVhZ3VlIG9mIExlZ2VuZHMgb2ZmaWNpYWwgbXVzaWMgdmlkZW8%3D
